name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183191 632459000   -0.187368 -0.304742 0.796701
anonymous:0 1603183191 641939000   -0.192374 -0.297309 0.797718
anonymous:0 1603183191 651901000   -0.197077 -0.28997 0.799165
anonymous:0 1603183191 662026000   -0.201601 -0.282742 0.800357
anonymous:0 1603183191 672104000   -0.205992 -0.275766 0.80181
anonymous:0 1603183191 682029000   -0.210074 -0.268699 0.803111
anonymous:0 1603183191 692136000   -0.213898 -0.26172 0.804406
anonymous:0 1603183191 702158000   -0.217655 -0.254888 0.805632
anonymous:0 1603183191 712265000   -0.22109 -0.247833 0.806709
anonymous:0 1603183191 721886000   -0.22427 -0.241069 0.807581
anonymous:0 1603183191 731737000   -0.227442 -0.234241 0.808436
anonymous:0 1603183191 741934000   -0.230243 -0.227745 0.809078
anonymous:0 1603183191 752131000   -0.232813 -0.22097 0.809783
anonymous:0 1603183191 763123000   -0.235072 -0.214619 0.810091
anonymous:0 1603183191 772115000   -0.237205 -0.208235 0.810377
anonymous:0 1603183191 781845000   -0.239031 -0.20194 0.810915
anonymous:0 1603183191 791958000   -0.240685 -0.195922 0.811088
anonymous:0 1603183191 802297000   -0.24214 -0.189954 0.811384
anonymous:0 1603183191 812316000   -0.243448 -0.183891 0.812017
anonymous:0 1603183191 822073000   -0.244572 -0.178058 0.812572
anonymous:0 1603183191 832200000   -0.245581 -0.172334 0.813293
anonymous:0 1603183191 842700000   -0.24641 -0.166615 0.814381
anonymous:0 1603183191 851848000   -0.247043 -0.161087 0.815321
anonymous:0 1603183191 861935000   -0.247467 -0.155797 0.816678
anonymous:0 1603183191 872326000   -0.247698 -0.150864 0.818074
anonymous:0 1603183191 882262000   -0.247739 -0.146104 0.819588
anonymous:0 1603183191 892236000   -0.247445 -0.141891 0.821607
anonymous:0 1603183191 902036000   -0.247008 -0.138161 0.823371
anonymous:0 1603183191 912490000   -0.246404 -0.135262 0.825978
anonymous:0 1603183191 921811000   -0.245811 -0.133241 0.828245
anonymous:0 1603183191 932111000   -0.245338 -0.1323 0.831478
anonymous:0 1603183191 942146000   -0.24498 -0.131972 0.834603
anonymous:0 1603183191 952241000   -0.244984 -0.132627 0.838781
anonymous:0 1603183191 962640000   -0.245253 -0.134123 0.843847
anonymous:0 1603183191 972339000   -0.245775 -0.136703 0.84966
anonymous:0 1603183191 981860000   -0.246293 -0.14023 0.856719
anonymous:0 1603183191 992111000   -0.246909 -0.145006 0.86487
anonymous:0 1603183192 2289000   -0.247515 -0.150768 0.874036
anonymous:0 1603183192 12547000   -0.247955 -0.157485 0.884081
anonymous:0 1603183192 22282000   -0.24824 -0.164995 0.895362
anonymous:0 1603183192 32292000   -0.248212 -0.173187 0.908025
anonymous:0 1603183192 42111000   -0.247738 -0.181888 0.921894
anonymous:0 1603183192 52524000   -0.246871 -0.190857 0.936881
anonymous:0 1603183192 61947000   -0.245488 -0.200117 0.953088
anonymous:0 1603183192 72435000   -0.243848 -0.209512 0.970474
anonymous:0 1603183192 92286000   -0.239421 -0.226556 1.00746
anonymous:0 1603183192 122161000   -0.231072 -0.248302 1.06572
anonymous:0 1603183192 132182000   -0.227969 -0.254099 1.08533
anonymous:0 1603183192 141794000   -0.224727 -0.259029 1.10461
anonymous:0 1603183192 152230000   -0.221356 -0.263103 1.12372
anonymous:0 1603183192 161823000   -0.218079 -0.266305 1.14237
anonymous:0 1603183192 172252000   -0.214504 -0.268665 1.16061
anonymous:0 1603183192 182113000   -0.211007 -0.269939 1.17804
anonymous:0 1603183192 191663000   -0.207642 -0.270744 1.19438
anonymous:0 1603183192 201839000   -0.204538 -0.270757 1.20958
anonymous:0 1603183192 212366000   -0.201458 -0.270135 1.22376
anonymous:0 1603183192 222008000   -0.198337 -0.269009 1.23713
anonymous:0 1603183192 231927000   -0.195385 -0.267098 1.2493
anonymous:0 1603183192 241076000   -0.192676 -0.264846 1.26011
anonymous:0 1603183192 250762000   -0.189974 -0.2621 1.26962
anonymous:0 1603183192 260358000   -0.187519 -0.259088 1.27809
anonymous:0 1603183192 270548000   -0.185105 -0.255469 1.28509
anonymous:0 1603183192 280366000   -0.182801 -0.251995 1.29106
anonymous:0 1603183192 290189000   -0.180556 -0.248251 1.29539
anonymous:0 1603183192 300146000   -0.178247 -0.244335 1.29822
anonymous:0 1603183192 311142000   -0.176056 -0.240361 1.29997
anonymous:0 1603183192 320803000   -0.173933 -0.236506 1.30026
anonymous:0 1603183192 329911000   -0.171564 -0.232612 1.29912
anonymous:0 1603183192 341248000   -0.169077 -0.228736 1.29652
anonymous:0 1603183192 351559000   -0.166663 -0.22507 1.29294
anonymous:0 1603183192 361360000   -0.164201 -0.22142 1.28778
anonymous:0 1603183192 371516000   -0.161498 -0.217856 1.28161
anonymous:0 1603183192 381699000   -0.158627 -0.21434 1.27423
anonymous:0 1603183192 391588000   -0.155685 -0.21054 1.26555
anonymous:0 1603183192 401798000   -0.152787 -0.207088 1.25587
anonymous:0 1603183192 411823000   -0.149696 -0.203241 1.24498
anonymous:0 1603183192 421810000   -0.146636 -0.199212 1.23278
anonymous:0 1603183192 431751000   -0.143628 -0.194935 1.21973
anonymous:0 1603183192 441696000   -0.140642 -0.190339 1.2059
anonymous:0 1603183192 452055000   -0.137571 -0.185328 1.19132
anonymous:0 1603183192 461635000   -0.134669 -0.180099 1.17597
anonymous:0 1603183192 471751000   -0.131793 -0.174261 1.16038
anonymous:0 1603183192 481846000   -0.129023 -0.167793 1.14455
anonymous:0 1603183192 491942000   -0.126467 -0.161053 1.12855
anonymous:0 1603183192 502205000   -0.124029 -0.15351 1.11255
anonymous:0 1603183192 512104000   -0.121818 -0.145982 1.09684
anonymous:0 1603183192 522361000   -0.119967 -0.137866 1.08084
anonymous:0 1603183192 532327000   -0.118125 -0.128979 1.0648
anonymous:0 1603183192 542118000   -0.116416 -0.119567 1.04913
anonymous:0 1603183192 552276000   -0.115146 -0.109816 1.03436
anonymous:0 1603183192 562389000   -0.11413 -0.0998605 1.02027
anonymous:0 1603183192 572364000   -0.11327 -0.0895953 1.00718
anonymous:0 1603183192 582019000   -0.112825 -0.0794864 0.99502
anonymous:0 1603183192 591979000   -0.112541 -0.0692873 0.983232
anonymous:0 1603183192 602057000   -0.112566 -0.0591468 0.972836
anonymous:0 1603183192 612313000   -0.112832 -0.049174 0.963354
anonymous:0 1603183192 621923000   -0.113215 -0.0394443 0.954615
anonymous:0 1603183192 631914000   -0.113798 -0.0301923 0.946548
anonymous:0 1603183192 641957000   -0.114651 -0.0211197 0.938968
anonymous:0 1603183192 651717000   -0.115511 -0.0124882 0.932119
anonymous:0 1603183192 661870000   -0.116303 -0.0040444 0.925879
anonymous:0 1603183192 671868000   -0.11741 0.00395047 0.920153
anonymous:0 1603183192 681751000   -0.118531 0.0115165 0.914839
anonymous:0 1603183192 691989000   -0.119561 0.0189639 0.909811
anonymous:0 1603183192 701842000   -0.121 0.0258689 0.904989
anonymous:0 1603183192 712302000   -0.122201 0.0324368 0.900504
anonymous:0 1603183192 721880000   -0.123674 0.0386536 0.896313
anonymous:0 1603183192 732178000   -0.124946 0.0442893 0.892519
anonymous:0 1603183192 741844000   -0.126319 0.0494713 0.889401
anonymous:0 1603183192 752187000   -0.127696 0.0540565 0.886698
anonymous:0 1603183192 762519000   -0.12912 0.0577698 0.884573
anonymous:0 1603183192 772078000   -0.130326 0.0608646 0.883031
anonymous:0 1603183192 781830000   -0.131308 0.0630928 0.882474
anonymous:0 1603183192 792208000   -0.132075 0.0642698 0.883048
anonymous:0 1603183192 801851000   -0.132503 0.0644345 0.884752
anonymous:0 1603183192 812480000   -0.132751 0.0635857 0.88745
anonymous:0 1603183192 822165000   -0.132588 0.0616564 0.89182
anonymous:0 1603183192 832006000   -0.132427 0.0585638 0.897333
anonymous:0 1603183192 841840000   -0.132054 0.054405 0.904561
anonymous:0 1603183192 852196000   -0.131155 0.0495292 0.913442
anonymous:0 1603183192 861836000   -0.130433 0.0436216 0.923788
anonymous:0 1603183192 872197000   -0.129355 0.0371873 0.935821
anonymous:0 1603183192 882379000   -0.12812 0.0303037 0.949276
anonymous:0 1603183192 891766000   -0.127128 0.0230325 0.964312
anonymous:0 1603183192 901830000   -0.126065 0.0154946 0.980982
anonymous:0 1603183192 911834000   -0.124919 0.0080467 0.998667
anonymous:0 1603183192 921984000   -0.123962 0.000736051 1.01775
anonymous:0 1603183192 931905000   -0.123036 -0.00590587 1.03774
anonymous:0 1603183192 941967000   -0.122252 -0.0116208 1.05881
anonymous:0 1603183192 952193000   -0.122234 -0.0164437 1.08078
anonymous:0 1603183192 962448000   -0.122252 -0.0198979 1.10381
anonymous:0 1603183192 972208000   -0.122584 -0.0226016 1.12717
anonymous:0 1603183192 981908000   -0.122775 -0.0242361 1.15091
anonymous:0 1603183192 992023000   -0.12308 -0.0240844 1.17493
anonymous:0 1603183193 1883000   -0.123916 -0.0236382 1.19926
anonymous:0 1603183193 12309000   -0.124792 -0.0216873 1.22339
anonymous:0 1603183193 22186000   -0.12621 -0.0191776 1.2469
anonymous:0 1603183193 32324000   -0.127834 -0.0157636 1.26997
anonymous:0 1603183193 41877000   -0.129819 -0.0111203 1.29224
anonymous:0 1603183193 51974000   -0.13202 -0.00596746 1.31336
anonymous:0 1603183193 62409000   -0.134534 -0.000214831 1.33349
anonymous:0 1603183193 72133000   -0.137715 0.0063022 1.35209
anonymous:0 1603183193 82713000   -0.140731 0.012919 1.36934
anonymous:0 1603183193 92189000   -0.143826 0.0196829 1.38507
anonymous:0 1603183193 102045000   -0.147233 0.0269924 1.39912
anonymous:0 1603183193 112375000   -0.150497 0.0342246 1.41158
anonymous:0 1603183193 122369000   -0.153783 0.0419445 1.42262
anonymous:0 1603183193 132206000   -0.156808 0.0495354 1.43194
anonymous:0 1603183193 141846000   -0.159513 0.0568834 1.4394
anonymous:0 1603183193 152118000   -0.161622 0.0638383 1.44523
anonymous:0 1603183193 162180000   -0.163286 0.0703743 1.4494
anonymous:0 1603183193 172321000   -0.16423 0.0763061 1.4519
anonymous:0 1603183193 181582000   -0.164037 0.0818873 1.45265
anonymous:0 1603183193 191878000   -0.163028 0.0863572 1.45172
anonymous:0 1603183193 202368000   -0.160758 0.0899406 1.44929
anonymous:0 1603183193 211859000   -0.157328 0.0929777 1.44546
anonymous:0 1603183193 221987000   -0.152552 0.0953699 1.44039
anonymous:0 1603183193 232263000   -0.146658 0.0972041 1.43399
anonymous:0 1603183193 241709000   -0.139723 0.0985105 1.42618
anonymous:0 1603183193 252105000   -0.1316 0.0991174 1.41674
anonymous:0 1603183193 261891000   -0.12307 0.0997393 1.40576
anonymous:0 1603183193 272162000   -0.11367 0.0997542 1.39302
anonymous:0 1603183193 282312000   -0.10378 0.0994998 1.37868
anonymous:0 1603183193 291565000   -0.093381 0.0990636 1.36257
anonymous:0 1603183193 301202000   -0.082682 0.0988031 1.34465
anonymous:0 1603183193 310920000   -0.071711 0.0985767 1.32504
anonymous:0 1603183193 320676000   -0.0608755 0.0987248 1.30379
anonymous:0 1603183193 330750000   -0.0502975 0.0994 1.28118
anonymous:0 1603183193 340514000   -0.0400874 0.100817 1.25734
anonymous:0 1603183193 349869000   -0.0302588 0.10278 1.23232
anonymous:0 1603183193 361339000   -0.0212024 0.105941 1.20667
anonymous:0 1603183193 371575000   -0.0126413 0.109928 1.1807
anonymous:0 1603183193 381905000   -0.00499782 0.11527 1.15475
anonymous:0 1603183193 391893000   0.00207955 0.121442 1.12903
anonymous:0 1603183193 401797000   0.0086485 0.128369 1.10415
anonymous:0 1603183193 411496000   0.0147865 0.137024 1.07984
anonymous:0 1603183193 421904000   0.0200849 0.146424 1.05729
anonymous:0 1603183193 431869000   0.0250928 0.156081 1.03626
anonymous:0 1603183193 441818000   0.0295719 0.166253 1.01643
anonymous:0 1603183193 451882000   0.0337092 0.176419 0.998307
anonymous:0 1603183193 461821000   0.0379691 0.186678 0.981878
anonymous:0 1603183193 471921000   0.0421484 0.196654 0.9675
anonymous:0 1603183193 481857000   0.0462186 0.206494 0.955435
anonymous:0 1603183193 491510000   0.0512448 0.21617 0.946502
anonymous:0 1603183193 501888000   0.0571143 0.225208 0.940236
anonymous:0 1603183193 511695000   0.0643667 0.233857 0.936867
anonymous:0 1603183193 521699000   0.0729842 0.242092 0.935712
anonymous:0 1603183193 531327000   0.0824429 0.249695 0.93651
anonymous:0 1603183193 541272000   0.093149 0.256784 0.939212
anonymous:0 1603183193 551543000   0.104605 0.263246 0.943048
anonymous:0 1603183193 561444000   0.117346 0.269265 0.948262
anonymous:0 1603183193 571716000   0.130707 0.274693 0.954754
anonymous:0 1603183193 581833000   0.145403 0.279926 0.962471
anonymous:0 1603183193 591699000   0.160818 0.284702 0.971457
anonymous:0 1603183193 601926000   0.177021 0.289301 0.981426
anonymous:0 1603183193 612052000   0.19344 0.293726 0.992408
anonymous:0 1603183193 622051000   0.21009 0.298038 1.00426
anonymous:0 1603183193 632199000   0.227141 0.302281 1.01659
anonymous:0 1603183193 641629000   0.244107 0.306363 1.02951
anonymous:0 1603183193 651483000   0.261451 0.310625 1.04333
anonymous:0 1603183193 661568000   0.27881 0.315095 1.05779
anonymous:0 1603183193 671435000   0.296367 0.319909 1.0729
anonymous:0 1603183193 681765000   0.313757 0.325015 1.08867
anonymous:0 1603183193 691761000   0.330701 0.330293 1.10486
anonymous:0 1603183193 701938000   0.346981 0.336226 1.12172
anonymous:0 1603183193 711924000   0.362879 0.342244 1.13868
anonymous:0 1603183193 721822000   0.377746 0.34869 1.15571
anonymous:0 1603183193 732254000   0.391672 0.355353 1.17242
anonymous:0 1603183193 742010000   0.404454 0.362081 1.18864
anonymous:0 1603183193 752233000   0.416551 0.369012 1.2044
anonymous:0 1603183193 762202000   0.427342 0.375743 1.21957
anonymous:0 1603183193 771906000   0.43713 0.382559 1.23395
anonymous:0 1603183193 781800000   0.445847 0.389261 1.24724
anonymous:0 1603183193 791469000   0.45393 0.395674 1.25934
anonymous:0 1603183193 801597000   0.460684 0.401958 1.27031
anonymous:0 1603183193 811907000   0.466744 0.407748 1.2795
anonymous:0 1603183193 821978000   0.471706 0.413569 1.28757
anonymous:0 1603183193 832284000   0.476389 0.419122 1.29393
anonymous:0 1603183193 841849000   0.480023 0.424596 1.29838
anonymous:0 1603183193 851945000   0.483407 0.429781 1.30094
anonymous:0 1603183193 861801000   0.486185 0.434569 1.30123
anonymous:0 1603183193 871825000   0.488144 0.439019 1.29961
anonymous:0 1603183193 881862000   0.489537 0.443433 1.29548
anonymous:0 1603183193 892197000   0.503356 0.449377 1.2923
anonymous:0 1603183193 902096000   0.491672 0.450821 1.28087
anonymous:0 1603183193 912266000   0.491714 0.453967 1.27056
anonymous:0 1603183193 921872000   0.504608 0.458771 1.26239
anonymous:0 1603183193 932109000   0.503784 0.46096 1.24802
anonymous:0 1603183193 941776000   0.502921 0.462483 1.23248
anonymous:0 1603183193 961867000   0.478707 0.460915 1.19196
anonymous:0 1603183193 972185000   0.47302 0.460169 1.17194
anonymous:0 1603183193 982218000   0.465276 0.458726 1.15096
anonymous:0 1603183193 992138000   0.456018 0.456514 1.12975
anonymous:0 1603183194 2552000   0.444946 0.453768 1.10832
anonymous:0 1603183194 12184000   0.431874 0.450527 1.08734
anonymous:0 1603183194 21884000   0.416698 0.447103 1.06754
anonymous:0 1603183194 32252000   0.400027 0.443466 1.04882
anonymous:0 1603183194 42069000   0.381501 0.439995 1.03233
anonymous:0 1603183194 52446000   0.361661 0.436524 1.01809
anonymous:0 1603183194 61843000   0.340768 0.433307 1.00612
anonymous:0 1603183194 72009000   0.319293 0.430168 0.997258
anonymous:0 1603183194 82620000   0.297835 0.42735 0.991297
anonymous:0 1603183194 91548000   0.276248 0.424419 0.988357
anonymous:0 1603183194 102210000   0.255304 0.42176 0.988044
anonymous:0 1603183194 122270000   0.214304 0.415564 0.99438
anonymous:0 1603183194 132314000   0.194467 0.412207 1.00054
anonymous:0 1603183194 141908000   0.174888 0.408748 1.00851
anonymous:0 1603183194 152269000   0.155638 0.405198 1.01819
anonymous:0 1603183194 162504000   0.136896 0.401673 1.02964
anonymous:0 1603183194 172239000   0.118984 0.398167 1.04289
anonymous:0 1603183194 182415000   0.101606 0.395129 1.05778
anonymous:0 1603183194 191829000   0.0848262 0.392612 1.07419
anonymous:0 1603183194 202326000   0.0689047 0.390709 1.09223
anonymous:0 1603183194 212080000   0.0540753 0.3897 1.11157
anonymous:0 1603183194 221591000   0.0400087 0.38977 1.13213
anonymous:0 1603183194 232194000   0.0272248 0.390713 1.15357
anonymous:0 1603183194 242161000   0.0152668 0.392916 1.17551
anonymous:0 1603183194 251828000   0.00507206 0.396258 1.19759
anonymous:0 1603183194 261982000   -0.00454935 0.400911 1.21955
anonymous:0 1603183194 272169000   -0.0131807 0.406388 1.24117
anonymous:0 1603183194 282299000   -0.0205535 0.413389 1.2619
anonymous:0 1603183194 292062000   -0.0268934 0.421196 1.28166
anonymous:0 1603183194 301895000   -0.0320512 0.43001 1.30011
anonymous:0 1603183194 312611000   -0.0363202 0.439557 1.3171
anonymous:0 1603183194 322352000   -0.0395553 0.449535 1.33246
anonymous:0 1603183194 332344000   -0.0418215 0.459616 1.34588
anonymous:0 1603183194 341708000   -0.0435333 0.469855 1.35756
anonymous:0 1603183194 351282000   -0.0443046 0.48008 1.36688
anonymous:0 1603183194 360509000   -0.0440834 0.489937 1.37425
anonymous:0 1603183194 370849000   -0.0438713 0.499589 1.37948
anonymous:0 1603183194 380859000   -0.0429615 0.508805 1.38245
anonymous:0 1603183194 391234000   -0.0418546 0.517223 1.3835
anonymous:0 1603183194 401907000   -0.0405807 0.524638 1.38231
anonymous:0 1603183194 412079000   -0.0398683 0.531131 1.37875
anonymous:0 1603183194 421839000   -0.03887 0.536433 1.37328
anonymous:0 1603183194 431755000   -0.0383268 0.540605 1.36593
anonymous:0 1603183194 441345000   -0.0385353 0.543806 1.35641
anonymous:0 1603183194 451237000   -0.039086 0.545993 1.34513
anonymous:0 1603183194 461340000   -0.0399135 0.547318 1.33199
anonymous:0 1603183194 471362000   -0.0413865 0.548313 1.31717
anonymous:0 1603183194 481820000   -0.0435015 0.548998 1.30099
anonymous:0 1603183194 491467000   -0.0458431 0.549411 1.28369
anonymous:0 1603183194 501859000   -0.0489919 0.549774 1.26519
anonymous:0 1603183194 511801000   -0.0528563 0.55022 1.24544
anonymous:0 1603183194 522089000   -0.0586751 0.551036 1.22522
anonymous:0 1603183194 532163000   -0.0649192 0.55219 1.20421
anonymous:0 1603183194 541936000   -0.0729521 0.553835 1.18269
anonymous:0 1603183194 552153000   -0.0817565 0.555758 1.16109
anonymous:0 1603183194 562272000   -0.0920041 0.558342 1.13936
anonymous:0 1603183194 571910000   -0.103228 0.561307 1.11811
anonymous:0 1603183194 582093000   -0.115631 0.565151 1.0975
anonymous:0 1603183194 592021000   -0.129118 0.569564 1.07785
anonymous:0 1603183194 602256000   -0.143875 0.574438 1.05962
anonymous:0 1603183194 612126000   -0.158949 0.57997 1.04265
anonymous:0 1603183194 621900000   -0.175249 0.585684 1.02731
anonymous:0 1603183194 641991000   -0.209602 0.598673 1.00328
anonymous:0 1603183194 651806000   -0.227177 0.605399 0.995233
anonymous:0 1603183194 661644000   -0.244701 0.612011 0.989785
anonymous:0 1603183194 671922000   -0.261825 0.618225 0.987204
anonymous:0 1603183194 682539000   -0.278766 0.623958 0.987419
anonymous:0 1603183194 691658000   -0.295162 0.629169 0.989777
anonymous:0 1603183194 712084000   -0.326772 0.637798 1.00154
anonymous:0 1603183194 722005000   -0.342117 0.641189 1.00974
anonymous:0 1603183194 732325000   -0.357476 0.644107 1.01951
anonymous:0 1603183194 742241000   -0.37275 0.646635 1.0303
anonymous:0 1603183194 752123000   -0.387494 0.648849 1.0425
anonymous:0 1603183194 762325000   -0.40221 0.65094 1.05549
anonymous:0 1603183194 772402000   -0.416099 0.652766 1.06943
anonymous:0 1603183194 782481000   -0.42992 0.654689 1.08434
anonymous:0 1603183194 792214000   -0.442615 0.656821 1.1
anonymous:0 1603183194 801920000   -0.455359 0.659014 1.11626
anonymous:0 1603183194 812506000   -0.466616 0.66151 1.13334
anonymous:0 1603183194 822484000   -0.477467 0.664139 1.15095
anonymous:0 1603183194 832636000   -0.488943 0.667926 1.16828
anonymous:0 1603183194 842232000   -0.496267 0.670712 1.18722
anonymous:0 1603183194 852277000   -0.504026 0.674317 1.2058
anonymous:0 1603183194 861812000   -0.5009 0.679587 1.22659
anonymous:0 1603183194 872282000   -0.504611 0.683813 1.24525
anonymous:0 1603183194 882796000   -0.50866 0.688428 1.26427
anonymous:0 1603183194 892179000   -0.511847 0.693469 1.28312
anonymous:0 1603183194 902329000   -0.513602 0.69898 1.30171
anonymous:0 1603183194 912642000   -0.513992 0.704908 1.31994
anonymous:0 1603183194 922393000   -0.513715 0.711316 1.33753
anonymous:0 1603183194 932339000   -0.512271 0.718024 1.35439
anonymous:0 1603183194 941798000   -0.509897 0.725101 1.37045
anonymous:0 1603183194 952424000   -0.507386 0.732491 1.38558
anonymous:0 1603183194 962627000   -0.504323 0.74019 1.39948
anonymous:0 1603183194 972434000   -0.500722 0.748218 1.41227
anonymous:0 1603183194 982865000   -0.496784 0.756274 1.42381
anonymous:0 1603183194 992319000   -0.49263 0.76428 1.43347
anonymous:0 1603183195 62212000   -0.471403 0.815684 1.46625
anonymous:0 1603183195 72592000   -0.47127 0.82086 1.46569
anonymous:0 1603183195 83039000   -0.472192 0.825399 1.4638
anonymous:0 1603183195 102552000   -0.477435 0.832387 1.45655
anonymous:0 1603183195 123086000   -0.487068 0.836675 1.44442
anonymous:0 1603183195 133008000   -0.493686 0.838021 1.43661
anonymous:0 1603183195 142572000   -0.501137 0.83818 1.42709
anonymous:0 1603183195 152383000   -0.509199 0.839083 1.41729
anonymous:0 1603183195 162564000   -0.518186 0.839939 1.406
anonymous:0 1603183195 172630000   -0.527501 0.840721 1.39353
anonymous:0 1603183195 182579000   -0.537859 0.841823 1.38008
anonymous:0 1603183195 192126000   -0.548599 0.843225 1.3655
anonymous:0 1603183195 202258000   -0.559901 0.845018 1.34995
anonymous:0 1603183195 212658000   -0.571115 0.847467 1.33351
anonymous:0 1603183195 222646000   -0.582631 0.850995 1.31651
anonymous:0 1603183195 232812000   -0.593751 0.85554 1.29857
anonymous:0 1603183195 242084000   -0.604653 0.860979 1.28033
anonymous:0 1603183195 252325000   -0.61504 0.867171 1.26174
anonymous:0 1603183195 261837000   -0.624976 0.874 1.24307
anonymous:0 1603183195 272673000   -0.63414 0.881349 1.22422
anonymous:0 1603183195 282586000   -0.642295 0.889283 1.2054
anonymous:0 1603183195 292163000   -0.649437 0.897581 1.18697
anonymous:0 1603183195 302227000   -0.654992 0.90611 1.16868
anonymous:0 1603183195 312126000   -0.658606 0.914586 1.15064
anonymous:0 1603183195 322557000   -0.671476 0.921024 1.13249
anonymous:0 1603183195 333197000   -0.672043 0.927957 1.11562
anonymous:0 1603183195 430882000   -0.595187 0.948467 0.997397
anonymous:0 1603183195 440577000   -0.580636 0.945079 0.989696
anonymous:0 1603183195 451769000   -0.565207 0.940486 0.982332
anonymous:0 1603183195 461832000   -0.548534 0.935279 0.975332
anonymous:0 1603183195 472067000   -0.53109 0.930289 0.969194
anonymous:0 1603183195 481817000   -0.512849 0.924975 0.963164
anonymous:0 1603183195 492059000   -0.493607 0.919498 0.957998
anonymous:0 1603183195 501780000   -0.473981 0.91437 0.953572
anonymous:0 1603183195 512542000   -0.453447 0.909342 0.950063
anonymous:0 1603183195 522272000   -0.432099 0.904577 0.947465
anonymous:0 1603183195 532135000   -0.409768 0.900534 0.945923
anonymous:0 1603183195 542301000   -0.387817 0.897129 0.945578
anonymous:0 1603183195 552252000   -0.365463 0.894576 0.945931
anonymous:0 1603183195 562246000   -0.343215 0.892438 0.947917
anonymous:0 1603183195 572176000   -0.321269 0.891305 0.950679
anonymous:0 1603183195 582838000   -0.299387 0.890603 0.955044
anonymous:0 1603183195 592314000   -0.278452 0.890467 0.960357
anonymous:0 1603183195 602284000   -0.257863 0.891239 0.967018
anonymous:0 1603183195 612555000   -0.238504 0.892151 0.974964
anonymous:0 1603183195 622193000   -0.220558 0.893473 0.983506
anonymous:0 1603183195 632223000   -0.203322 0.894816 0.993101
anonymous:0 1603183195 645408000   -0.187881 0.896281 1.00363
anonymous:0 1603183195 651650000   -0.173246 0.897946 1.01485
anonymous:0 1603183195 661940000   -0.160242 0.899774 1.02687
anonymous:0 1603183195 671903000   -0.148062 0.901622 1.03999
anonymous:0 1603183195 682109000   -0.13681 0.903748 1.05367
anonymous:0 1603183195 691950000   -0.126377 0.905844 1.06806
anonymous:0 1603183195 701725000   -0.117342 0.908342 1.08277
anonymous:0 1603183195 712142000   -0.108791 0.910784 1.09806
anonymous:0 1603183195 722269000   -0.10153 0.913782 1.11294
anonymous:0 1603183195 732123000   -0.0949961 0.917193 1.12847
anonymous:0 1603183195 741877000   -0.0886961 0.92055 1.1432
anonymous:0 1603183195 752451000   -0.083941 0.924694 1.15775
anonymous:0 1603183195 761889000   -0.0795537 0.92872 1.17207
anonymous:0 1603183195 771964000   -0.0749705 0.932797 1.18587
anonymous:0 1603183195 783510000   -0.0712393 0.937459 1.19846
anonymous:0 1603183195 792185000   -0.068732 0.942074 1.21048
anonymous:0 1603183195 801960000   -0.0656053 0.946999 1.22131
anonymous:0 1603183195 812607000   -0.0634839 0.952123 1.23098
anonymous:0 1603183195 822285000   -0.0606425 0.957095 1.23931
anonymous:0 1603183195 832311000   -0.0589744 0.962951 1.24617
anonymous:0 1603183195 842037000   -0.0562287 0.968539 1.25203
anonymous:0 1603183195 852262000   -0.0538571 0.974431 1.25581
anonymous:0 1603183195 862004000   -0.0522483 0.980978 1.25812
anonymous:0 1603183195 872342000   -0.0492221 0.987291 1.25932
anonymous:0 1603183195 882563000   -0.0465867 0.993813 1.25864
anonymous:0 1603183195 892083000   -0.0443105 1.00049 1.25635
anonymous:0 1603183195 902189000   -0.0413246 1.00697 1.25284
anonymous:0 1603183195 912408000   -0.0394935 1.01393 1.247
anonymous:0 1603183195 921854000   -0.0384171 1.02089 1.24017
anonymous:0 1603183195 931956000   -0.0374192 1.02771 1.23198
anonymous:0 1603183195 941781000   -0.03651 1.03409 1.22188
anonymous:0 1603183195 952471000   -0.0368783 1.0408 1.21095
anonymous:0 1603183195 962107000   -0.037854 1.04709 1.19838
anonymous:0 1603183195 972021000   -0.0395311 1.05322 1.18504
anonymous:0 1603183195 982166000   -0.0419854 1.05903 1.17076
anonymous:0 1603183195 992026000   -0.0459929 1.06482 1.15546
anonymous:0 1603183196 2054000   -0.0512566 1.07049 1.13903
anonymous:0 1603183196 11901000   -0.0581443 1.07595 1.12254
anonymous:0 1603183196 22130000   -0.0668901 1.08139 1.10536
anonymous:0 1603183196 32079000   -0.0767966 1.08685 1.08916
anonymous:0 1603183196 41591000   -0.0882848 1.09227 1.07258
anonymous:0 1603183196 51746000   -0.101213 1.09779 1.05658
anonymous:0 1603183196 61775000   -0.116548 1.10383 1.04138
anonymous:0 1603183196 71784000   -0.132754 1.10961 1.02701
anonymous:0 1603183196 81837000   -0.14967 1.11602 1.0144
anonymous:0 1603183196 91959000   -0.168136 1.12252 1.00292
anonymous:0 1603183196 102010000   -0.187065 1.12933 0.993534
anonymous:0 1603183196 112044000   -0.206955 1.13637 0.986315
anonymous:0 1603183196 121791000   -0.226115 1.14394 0.980846
anonymous:0 1603183196 132034000   -0.246168 1.15126 0.977498
anonymous:0 1603183196 141932000   -0.265649 1.15844 0.976049
anonymous:0 1603183196 152204000   -0.285789 1.1654 0.976924
anonymous:0 1603183196 162006000   -0.303997 1.172 0.980529
anonymous:0 1603183196 172027000   -0.321638 1.17781 0.985646
