name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183106 110803000   0.164183 -0.753946 1.41848
anonymous:0 1603183106 120491000   0.169447 -0.753324 1.41875
anonymous:0 1603183106 130635000   0.174655 -0.752551 1.41916
anonymous:0 1603183106 140833000   0.179906 -0.751893 1.41953
anonymous:0 1603183106 151144000   0.185106 -0.751368 1.42017
anonymous:0 1603183106 160828000   0.190175 -0.750613 1.42087
anonymous:0 1603183106 171101000   0.195168 -0.749796 1.42164
anonymous:0 1603183106 180782000   0.200217 -0.749048 1.42274
anonymous:0 1603183106 191006000   0.205076 -0.74823 1.42382
anonymous:0 1603183106 200865000   0.209936 -0.747219 1.4248
anonymous:0 1603183106 210620000   0.214862 -0.746025 1.42611
anonymous:0 1603183106 220717000   0.219599 -0.744872 1.42736
anonymous:0 1603183106 230983000   0.22434 -0.743664 1.4285
anonymous:0 1603183106 241004000   0.229193 -0.74235 1.42987
anonymous:0 1603183106 251082000   0.233889 -0.741033 1.4313
anonymous:0 1603183106 260837000   0.238469 -0.739812 1.43234
anonymous:0 1603183106 270927000   0.243137 -0.73854 1.43377
anonymous:0 1603183106 281133000   0.247738 -0.737254 1.43513
anonymous:0 1603183106 290930000   0.252343 -0.735512 1.43638
anonymous:0 1603183106 300860000   0.256802 -0.734097 1.43775
anonymous:0 1603183106 310782000   0.261258 -0.732415 1.43899
anonymous:0 1603183106 320949000   0.265827 -0.730543 1.44024
anonymous:0 1603183106 330735000   0.270247 -0.728824 1.44155
anonymous:0 1603183106 340921000   0.274601 -0.726999 1.44257
anonymous:0 1603183106 350721000   0.279145 -0.725042 1.4438
anonymous:0 1603183106 360741000   0.283535 -0.723084 1.44483
anonymous:0 1603183106 370773000   0.287881 -0.721205 1.44582
anonymous:0 1603183106 380609000   0.29219 -0.71901 1.44693
anonymous:0 1603183106 390458000   0.2964 -0.716407 1.44782
anonymous:0 1603183106 400618000   0.300719 -0.714282 1.44887
anonymous:0 1603183106 410709000   0.304908 -0.711676 1.44978
anonymous:0 1603183106 420894000   0.309119 -0.708819 1.45078
anonymous:0 1603183106 430323000   0.313351 -0.706073 1.45139
anonymous:0 1603183106 440915000   0.3176 -0.703014 1.45215
anonymous:0 1603183106 451380000   0.321877 -0.69985 1.45263
anonymous:0 1603183106 461082000   0.326306 -0.696579 1.45293
anonymous:0 1603183106 471249000   0.330874 -0.692911 1.45322
anonymous:0 1603183106 481196000   0.335298 -0.689215 1.45333
anonymous:0 1603183106 490894000   0.339542 -0.68545 1.45331
anonymous:0 1603183106 500813000   0.344167 -0.68114 1.45325
anonymous:0 1603183106 511107000   0.34875 -0.676932 1.45303
anonymous:0 1603183106 520941000   0.353106 -0.672462 1.4527
anonymous:0 1603183106 530664000   0.357515 -0.66774 1.45232
anonymous:0 1603183106 540404000   0.361789 -0.663268 1.45176
anonymous:0 1603183106 550380000   0.365777 -0.658684 1.45116
anonymous:0 1603183106 560303000   0.369507 -0.653729 1.45043
anonymous:0 1603183106 570712000   0.373261 -0.648726 1.44963
anonymous:0 1603183106 580708000   0.376862 -0.643941 1.44877
anonymous:0 1603183106 590524000   0.380348 -0.639061 1.44785
anonymous:0 1603183106 600710000   0.383586 -0.634205 1.44691
anonymous:0 1603183106 610466000   0.386547 -0.628975 1.44585
anonymous:0 1603183106 620693000   0.389637 -0.624044 1.44489
anonymous:0 1603183106 630703000   0.392439 -0.61889 1.44389
anonymous:0 1603183106 640596000   0.395206 -0.613836 1.44288
anonymous:0 1603183106 650715000   0.397782 -0.608722 1.4418
anonymous:0 1603183106 661102000   0.400233 -0.603772 1.44069
anonymous:0 1603183106 670866000   0.402736 -0.59891 1.43968
anonymous:0 1603183106 681091000   0.404999 -0.593807 1.43853
anonymous:0 1603183106 690636000   0.407323 -0.5889 1.43746
anonymous:0 1603183106 700086000   0.409429 -0.583735 1.43638
anonymous:0 1603183106 709889000   0.41168 -0.578831 1.43526
anonymous:0 1603183106 719508000   0.413666 -0.573653 1.43417
anonymous:0 1603183106 729255000   0.415762 -0.568727 1.43312
anonymous:0 1603183106 739140000   0.417593 -0.563664 1.43209
anonymous:0 1603183106 748818000   0.419498 -0.558745 1.43099
anonymous:0 1603183106 758835000   0.421114 -0.553557 1.42978
anonymous:0 1603183106 768772000   0.422898 -0.548774 1.42837
anonymous:0 1603183106 779144000   0.42466 -0.543545 1.42701
anonymous:0 1603183106 789848000   0.426287 -0.538553 1.42532
anonymous:0 1603183106 800431000   0.427572 -0.533542 1.42373
anonymous:0 1603183106 810547000   0.428808 -0.528686 1.42207
anonymous:0 1603183106 820579000   0.429953 -0.524012 1.42054
anonymous:0 1603183106 830811000   0.431143 -0.518924 1.41901
anonymous:0 1603183106 840675000   0.431887 -0.514618 1.41791
anonymous:0 1603183106 850725000   0.432394 -0.510175 1.41683
anonymous:0 1603183106 860826000   0.432828 -0.505622 1.41564
anonymous:0 1603183106 870789000   0.432856 -0.501505 1.41484
anonymous:0 1603183106 880912000   0.432871 -0.497372 1.41405
anonymous:0 1603183106 891087000   0.432846 -0.493639 1.41361
anonymous:0 1603183106 900941000   0.43241 -0.489766 1.41301
anonymous:0 1603183106 910470000   0.431932 -0.48597 1.41245
anonymous:0 1603183106 920654000   0.431259 -0.482236 1.41206
anonymous:0 1603183106 931052000   0.430262 -0.478565 1.41174
anonymous:0 1603183106 940749000   0.429288 -0.475305 1.41143
anonymous:0 1603183106 951096000   0.428191 -0.471763 1.41136
anonymous:0 1603183106 960584000   0.427204 -0.468578 1.41126
anonymous:0 1603183106 970803000   0.425912 -0.465099 1.4112
anonymous:0 1603183106 981001000   0.424479 -0.461719 1.4111
anonymous:0 1603183106 990580000   0.423188 -0.458708 1.41119
anonymous:0 1603183107 1196000   0.421641 -0.455505 1.41127
anonymous:0 1603183107 11150000   0.420126 -0.452455 1.41152
anonymous:0 1603183107 21017000   0.418619 -0.449661 1.4117
anonymous:0 1603183107 30749000   0.417009 -0.446561 1.41208
anonymous:0 1603183107 40712000   0.415371 -0.443661 1.41252
anonymous:0 1603183107 50544000   0.413649 -0.440612 1.41294
anonymous:0 1603183107 60659000   0.411915 -0.437787 1.41357
anonymous:0 1603183107 70258000   0.410296 -0.43527 1.41429
anonymous:0 1603183107 80956000   0.408434 -0.432584 1.41511
anonymous:0 1603183107 90726000   0.406547 -0.429921 1.41609
anonymous:0 1603183107 100874000   0.404583 -0.427152 1.41743
anonymous:0 1603183107 110968000   0.402494 -0.424286 1.41878
anonymous:0 1603183107 120941000   0.400421 -0.421619 1.42026
anonymous:0 1603183107 130893000   0.398417 -0.41909 1.42207
anonymous:0 1603183107 141300000   0.396127 -0.416073 1.42363
anonymous:0 1603183107 150773000   0.393922 -0.413356 1.42582
anonymous:0 1603183107 160679000   0.391639 -0.410764 1.42806
anonymous:0 1603183107 170614000   0.389294 -0.408216 1.4304
anonymous:0 1603183107 180954000   0.38681 -0.405386 1.43267
anonymous:0 1603183107 190218000   0.384437 -0.402796 1.43533
anonymous:0 1603183107 200739000   0.381839 -0.400088 1.43802
anonymous:0 1603183107 210567000   0.379189 -0.3973 1.44066
anonymous:0 1603183107 220591000   0.376598 -0.394747 1.44345
anonymous:0 1603183107 230581000   0.374111 -0.392296 1.44661
anonymous:0 1603183107 239806000   0.371257 -0.389496 1.4492
anonymous:0 1603183107 249572000   0.368422 -0.386948 1.45227
anonymous:0 1603183107 259328000   0.36568 -0.384437 1.45525
anonymous:0 1603183107 269197000   0.362971 -0.381765 1.45822
anonymous:0 1603183107 279156000   0.360624 -0.380155 1.46157
anonymous:0 1603183107 288776000   0.357807 -0.377414 1.46469
anonymous:0 1603183107 298869000   0.355087 -0.374658 1.46786
anonymous:0 1603183107 309887000   0.352445 -0.371957 1.47125
anonymous:0 1603183107 319910000   0.349604 -0.369198 1.47443
anonymous:0 1603183107 329617000   0.346911 -0.366531 1.47782
anonymous:0 1603183107 339988000   0.34414 -0.363719 1.4812
anonymous:0 1603183107 349619000   0.341357 -0.360909 1.4844
anonymous:0 1603183107 360531000   0.3386 -0.358096 1.48788
anonymous:0 1603183107 370134000   0.335651 -0.355074 1.49102
anonymous:0 1603183107 380413000   0.332651 -0.35205 1.49431
anonymous:0 1603183107 390514000   0.329551 -0.348933 1.49761
anonymous:0 1603183107 400550000   0.326446 -0.34573 1.50064
anonymous:0 1603183107 410524000   0.323482 -0.342462 1.50371
anonymous:0 1603183107 420502000   0.320333 -0.339062 1.50672
anonymous:0 1603183107 430716000   0.317091 -0.335557 1.50951
anonymous:0 1603183107 440486000   0.313845 -0.331997 1.51229
anonymous:0 1603183107 450727000   0.310498 -0.328568 1.51463
anonymous:0 1603183107 460745000   0.307133 -0.325013 1.51702
anonymous:0 1603183107 470687000   0.303713 -0.321486 1.51911
anonymous:0 1603183107 480490000   0.300348 -0.317922 1.52101
anonymous:0 1603183107 490362000   0.296912 -0.314407 1.52296
anonymous:0 1603183107 500540000   0.293392 -0.310936 1.52441
anonymous:0 1603183107 510711000   0.289793 -0.307502 1.52577
anonymous:0 1603183107 520687000   0.286146 -0.304008 1.5271
anonymous:0 1603183107 530666000   0.282514 -0.300838 1.52812
anonymous:0 1603183107 540386000   0.279037 -0.297655 1.52905
anonymous:0 1603183107 550524000   0.275565 -0.29451 1.52989
anonymous:0 1603183107 560445000   0.27206 -0.291466 1.53087
anonymous:0 1603183107 570869000   0.268677 -0.288484 1.53175
anonymous:0 1603183107 580899000   0.265253 -0.285422 1.53249
anonymous:0 1603183107 590796000   0.261308 -0.282693 1.53291
anonymous:0 1603183107 600835000   0.25762 -0.279926 1.53334
anonymous:0 1603183107 611255000   0.253746 -0.277209 1.5336
anonymous:0 1603183107 620846000   0.249759 -0.274474 1.53361
anonymous:0 1603183107 630562000   0.245678 -0.271921 1.5334
anonymous:0 1603183107 640903000   0.241592 -0.269421 1.53298
anonymous:0 1603183107 650969000   0.237635 -0.267093 1.53215
anonymous:0 1603183107 660743000   0.233512 -0.264755 1.53116
anonymous:0 1603183107 670861000   0.229548 -0.262721 1.52987
anonymous:0 1603183107 680947000   0.225511 -0.260798 1.52808
anonymous:0 1603183107 690859000   0.221585 -0.259019 1.52642
anonymous:0 1603183107 700956000   0.217478 -0.257564 1.52476
anonymous:0 1603183107 710737000   0.213403 -0.256569 1.52268
anonymous:0 1603183107 720850000   0.209206 -0.255683 1.52045
anonymous:0 1603183107 731057000   0.205165 -0.254806 1.51819
anonymous:0 1603183107 740895000   0.200938 -0.254085 1.5156
anonymous:0 1603183107 750571000   0.196979 -0.253181 1.51291
anonymous:0 1603183107 760126000   0.192947 -0.252377 1.50999
anonymous:0 1603183107 769445000   0.188939 -0.251332 1.50708
anonymous:0 1603183107 779597000   0.185092 -0.250285 1.50399
anonymous:0 1603183107 800051000   0.176237 -0.248586 1.49749
anonymous:0 1603183107 810810000   0.172227 -0.247444 1.49411
anonymous:0 1603183107 860737000   0.157174 -0.239596 1.47709
anonymous:0 1603183107 930936000   0.143022 -0.227623 1.45059
anonymous:0 1603183107 941151000   0.141478 -0.225708 1.44678
anonymous:0 1603183107 950895000   0.140448 -0.223611 1.44295
anonymous:0 1603183107 961184000   0.151393 -0.217274 1.44038
anonymous:0 1603183107 970825000   0.150244 -0.215236 1.43668
anonymous:0 1603183107 980984000   0.149146 -0.213371 1.43261
anonymous:0 1603183107 990824000   0.148332 -0.211414 1.42896
anonymous:0 1603183108 689000   0.13614 -0.213792 1.4231
anonymous:0 1603183108 11208000   0.135873 -0.21182 1.41924
anonymous:0 1603183108 20785000   0.135787 -0.209737 1.41556
anonymous:0 1603183108 30828000   0.135632 -0.207709 1.41179
anonymous:0 1603183108 40823000   0.135411 -0.20574 1.40834
anonymous:0 1603183108 50995000   0.135596 -0.203541 1.40472
anonymous:0 1603183108 60952000   0.13578 -0.201272 1.40135
anonymous:0 1603183108 70612000   0.135792 -0.199019 1.39789
anonymous:0 1603183108 80767000   0.136033 -0.196533 1.39446
anonymous:0 1603183108 90749000   0.136385 -0.193901 1.39124
anonymous:0 1603183108 100997000   0.136645 -0.191342 1.38812
anonymous:0 1603183108 111027000   0.1373 -0.18869 1.38511
anonymous:0 1603183108 120799000   0.137787 -0.186075 1.38237
anonymous:0 1603183108 130640000   0.138536 -0.183504 1.37952
anonymous:0 1603183108 140654000   0.139232 -0.180755 1.377
anonymous:0 1603183108 150799000   0.139859 -0.178054 1.37466
anonymous:0 1603183108 160942000   0.14054 -0.175093 1.37224
anonymous:0 1603183108 170482000   0.141451 -0.171979 1.37027
anonymous:0 1603183108 180994000   0.142643 -0.168647 1.36835
anonymous:0 1603183108 190304000   0.143612 -0.165465 1.3665
anonymous:0 1603183108 200844000   0.144817 -0.162203 1.36473
anonymous:0 1603183108 211261000   0.146215 -0.159094 1.3634
anonymous:0 1603183108 220854000   0.147723 -0.155975 1.36205
anonymous:0 1603183108 230982000   0.149229 -0.152893 1.36099
anonymous:0 1603183108 240885000   0.150814 -0.149822 1.35995
anonymous:0 1603183108 250921000   0.152644 -0.146737 1.35912
anonymous:0 1603183108 260476000   0.154297 -0.143658 1.3585
anonymous:0 1603183108 270684000   0.156362 -0.140426 1.35802
anonymous:0 1603183108 280818000   0.15822 -0.137292 1.35785
anonymous:0 1603183108 290000000   0.160234 -0.134142 1.35781
anonymous:0 1603183108 300494000   0.162456 -0.130964 1.35793
anonymous:0 1603183108 310508000   0.164748 -0.128024 1.35839
anonymous:0 1603183108 320784000   0.167345 -0.125009 1.35886
anonymous:0 1603183108 330769000   0.169966 -0.122178 1.35947
anonymous:0 1603183108 340789000   0.172736 -0.119403 1.3605
anonymous:0 1603183108 350665000   0.175524 -0.116335 1.36152
anonymous:0 1603183108 360858000   0.178515 -0.11338 1.36254
anonymous:0 1603183108 370941000   0.181443 -0.110413 1.36368
anonymous:0 1603183108 381078000   0.184207 -0.107279 1.36507
anonymous:0 1603183108 390746000   0.187299 -0.103963 1.36627
anonymous:0 1603183108 400950000   0.190224 -0.100565 1.36737
anonymous:0 1603183108 411228000   0.193472 -0.0969073 1.36881
anonymous:0 1603183108 420488000   0.196703 -0.0932055 1.37015
anonymous:0 1603183108 430704000   0.200447 -0.0895229 1.37155
anonymous:0 1603183108 440602000   0.204097 -0.0857593 1.37281
anonymous:0 1603183108 451405000   0.208113 -0.0819672 1.37446
anonymous:0 1603183108 461114000   0.212258 -0.0780707 1.3759
anonymous:0 1603183108 470719000   0.216331 -0.0740357 1.37723
anonymous:0 1603183108 481115000   0.220542 -0.0699105 1.37892
anonymous:0 1603183108 490689000   0.224627 -0.0654721 1.38037
anonymous:0 1603183108 500887000   0.228961 -0.061014 1.38217
anonymous:0 1603183108 511112000   0.232944 -0.0565884 1.38433
anonymous:0 1603183108 521132000   0.237295 -0.0523264 1.38645
anonymous:0 1603183108 530997000   0.241144 -0.0481605 1.38907
anonymous:0 1603183108 540802000   0.24516 -0.0441457 1.39179
anonymous:0 1603183108 550789000   0.248827 -0.0401778 1.39482
anonymous:0 1603183108 560437000   0.252159 -0.0360381 1.39799
anonymous:0 1603183108 570882000   0.255342 -0.0318941 1.40106
anonymous:0 1603183108 580857000   0.258389 -0.027575 1.40434
anonymous:0 1603183108 590484000   0.261082 -0.0233677 1.40748
anonymous:0 1603183108 601043000   0.263839 -0.0192159 1.41078
anonymous:0 1603183108 611238000   0.266437 -0.0151896 1.41382
anonymous:0 1603183108 620876000   0.268863 -0.0114572 1.41691
anonymous:0 1603183108 630711000   0.271217 -0.00789861 1.41996
anonymous:0 1603183108 640718000   0.273627 -0.00426549 1.42275
anonymous:0 1603183108 651100000   0.275662 -0.000581737 1.42567
anonymous:0 1603183108 661033000   0.277729 0.00288221 1.42817
anonymous:0 1603183108 670328000   0.279739 0.0065577 1.43076
anonymous:0 1603183108 680700000   0.281415 0.00994872 1.43309
anonymous:0 1603183108 690691000   0.283198 0.01333 1.43522
anonymous:0 1603183108 700915000   0.284726 0.0165141 1.43732
anonymous:0 1603183108 711178000   0.286553 0.0198307 1.43918
anonymous:0 1603183108 720852000   0.288237 0.0229912 1.44115
anonymous:0 1603183108 730893000   0.289823 0.0263248 1.44264
anonymous:0 1603183108 740516000   0.291315 0.0294142 1.44393
anonymous:0 1603183108 750724000   0.293077 0.0326011 1.44522
anonymous:0 1603183108 761107000   0.294464 0.0357428 1.44633
anonymous:0 1603183108 771038000   0.295955 0.038975 1.44707
anonymous:0 1603183108 780805000   0.297455 0.0420621 1.44765
anonymous:0 1603183108 790475000   0.29923 0.0452778 1.44811
anonymous:0 1603183108 800957000   0.300565 0.0484964 1.44819
anonymous:0 1603183108 810442000   0.302133 0.0517535 1.44821
anonymous:0 1603183108 819857000   0.303833 0.0548821 1.44799
anonymous:0 1603183108 829446000   0.305452 0.0579129 1.44753
anonymous:0 1603183108 839143000   0.307341 0.0609409 1.44696
anonymous:0 1603183108 849716000   0.309112 0.0638249 1.44618
anonymous:0 1603183108 860089000   0.310955 0.0668348 1.44521
anonymous:0 1603183108 870118000   0.312731 0.0696983 1.44412
anonymous:0 1603183108 880273000   0.314579 0.0725986 1.44255
anonymous:0 1603183108 890434000   0.316518 0.0756087 1.44098
anonymous:0 1603183108 900739000   0.3187 0.0785067 1.43931
anonymous:0 1603183108 910845000   0.321085 0.0814951 1.43762
anonymous:0 1603183108 920835000   0.323511 0.0843018 1.43562
anonymous:0 1603183108 930704000   0.326125 0.0871348 1.43328
anonymous:0 1603183108 940711000   0.329287 0.0899801 1.43117
anonymous:0 1603183108 950823000   0.332479 0.0925113 1.42909
anonymous:0 1603183108 960980000   0.335975 0.0948458 1.42675
anonymous:0 1603183108 970745000   0.339326 0.0970234 1.42453
anonymous:0 1603183108 981151000   0.34283 0.0990932 1.42233
anonymous:0 1603183108 990767000   0.346301 0.101324 1.41968
anonymous:0 1603183109 856000   0.349815 0.103642 1.41759
anonymous:0 1603183109 11013000   0.353497 0.105937 1.41509
anonymous:0 1603183109 20536000   0.357056 0.108528 1.41254
anonymous:0 1603183109 30964000   0.360979 0.110922 1.41031
anonymous:0 1603183109 40787000   0.364951 0.113239 1.40789
anonymous:0 1603183109 50653000   0.369031 0.115701 1.40543
anonymous:0 1603183109 60643000   0.373242 0.117681 1.4033
anonymous:0 1603183109 70558000   0.377395 0.1197 1.40115
anonymous:0 1603183109 80249000   0.38139 0.121777 1.39877
anonymous:0 1603183109 90194000   0.385631 0.123849 1.39669
anonymous:0 1603183109 100699000   0.389936 0.125966 1.39427
anonymous:0 1603183109 110658000   0.394299 0.128395 1.39205
anonymous:0 1603183109 120511000   0.398791 0.130718 1.38993
anonymous:0 1603183109 130715000   0.403032 0.13322 1.38767
anonymous:0 1603183109 140464000   0.407618 0.135755 1.38563
anonymous:0 1603183109 150579000   0.411923 0.138268 1.38345
anonymous:0 1603183109 161061000   0.416263 0.140776 1.38138
anonymous:0 1603183109 170558000   0.420702 0.143303 1.37921
anonymous:0 1603183109 180787000   0.425095 0.145799 1.37737
anonymous:0 1603183109 190132000   0.429526 0.148233 1.37518
anonymous:0 1603183109 200041000   0.433887 0.150763 1.37317
anonymous:0 1603183109 211135000   0.438139 0.153187 1.37098
anonymous:0 1603183109 220876000   0.442368 0.155913 1.3689
anonymous:0 1603183109 230600000   0.446755 0.15833 1.36659
anonymous:0 1603183109 240780000   0.451097 0.161003 1.36446
anonymous:0 1603183109 250722000   0.455392 0.163525 1.36213
anonymous:0 1603183109 261154000   0.459872 0.165934 1.35973
anonymous:0 1603183109 270837000   0.46429 0.168449 1.35747
anonymous:0 1603183109 280967000   0.468771 0.170845 1.35514
anonymous:0 1603183109 290671000   0.473175 0.173436 1.35277
anonymous:0 1603183109 300592000   0.477465 0.176074 1.35045
anonymous:0 1603183109 310646000   0.481923 0.178651 1.3481
anonymous:0 1603183109 320839000   0.486237 0.181368 1.34584
anonymous:0 1603183109 330626000   0.490529 0.1843 1.34365
anonymous:0 1603183109 340646000   0.494738 0.187114 1.34147
anonymous:0 1603183109 350698000   0.499077 0.189838 1.33942
anonymous:0 1603183109 361036000   0.503246 0.192758 1.33765
anonymous:0 1603183109 370904000   0.507217 0.195638 1.33578
anonymous:0 1603183109 381011000   0.511383 0.198325 1.33412
anonymous:0 1603183109 390819000   0.515526 0.201282 1.3327
anonymous:0 1603183109 400888000   0.519406 0.204351 1.33131
anonymous:0 1603183109 411511000   0.523187 0.207336 1.32988
anonymous:0 1603183109 420850000   0.527034 0.210371 1.32866
anonymous:0 1603183109 430666000   0.530752 0.213496 1.32776
anonymous:0 1603183109 440507000   0.534234 0.216778 1.32668
anonymous:0 1603183109 450517000   0.537714 0.220136 1.32585
anonymous:0 1603183109 460470000   0.541194 0.223618 1.32495
anonymous:0 1603183109 470734000   0.544891 0.226872 1.32423
anonymous:0 1603183109 480867000   0.548298 0.23011 1.32333
anonymous:0 1603183109 490849000   0.566715 0.237748 1.32649
anonymous:0 1603183109 500682000   0.555093 0.237012 1.32179
anonymous:0 1603183109 510597000   0.5706 0.243939 1.32454
anonymous:0 1603183109 520245000   0.57321 0.247403 1.3239
anonymous:0 1603183109 530292000   0.576326 0.25103 1.32353
anonymous:0 1603183109 540171000   0.579163 0.254675 1.32325
anonymous:0 1603183109 549857000   0.581966 0.258401 1.3231
anonymous:0 1603183109 559643000   0.584904 0.262233 1.32305
anonymous:0 1603183109 569739000   0.587554 0.266102 1.32294
anonymous:0 1603183109 579435000   0.589977 0.269954 1.323
anonymous:0 1603183109 589670000   0.592656 0.273916 1.32315
anonymous:0 1603183109 600211000   0.595262 0.277971 1.32338
anonymous:0 1603183109 610489000   0.597516 0.281966 1.32342
anonymous:0 1603183109 620469000   0.599672 0.286053 1.32345
anonymous:0 1603183109 630671000   0.601877 0.29025 1.32356
anonymous:0 1603183109 640630000   0.604096 0.294571 1.32374
anonymous:0 1603183109 650731000   0.606163 0.298937 1.3238
anonymous:0 1603183109 660641000   0.608169 0.30338 1.32353
anonymous:0 1603183109 670505000   0.610214 0.30777 1.32341
anonymous:0 1603183109 680801000   0.612165 0.312215 1.32314
anonymous:0 1603183109 690563000   0.614269 0.316754 1.32302
anonymous:0 1603183109 700489000   0.616158 0.321281 1.32247
anonymous:0 1603183109 710643000   0.617826 0.32592 1.32171
anonymous:0 1603183109 720569000   0.619413 0.330579 1.321
anonymous:0 1603183109 730723000   0.620861 0.33514 1.31992
anonymous:0 1603183109 740581000   0.622385 0.339793 1.31875
anonymous:0 1603183109 750607000   0.623767 0.344335 1.31762
anonymous:0 1603183109 760385000   0.625199 0.348886 1.31625
anonymous:0 1603183109 770639000   0.626526 0.353425 1.31498
anonymous:0 1603183109 781034000   0.627724 0.357887 1.31356
anonymous:0 1603183109 790728000   0.628857 0.362388 1.31213
anonymous:0 1603183109 801123000   0.629681 0.366898 1.31068
anonymous:0 1603183109 811235000   0.630467 0.371425 1.30909
anonymous:0 1603183109 820892000   0.630969 0.375941 1.30746
anonymous:0 1603183109 831018000   0.631558 0.380413 1.30573
anonymous:0 1603183109 840993000   0.63178 0.38485 1.30371
anonymous:0 1603183109 850725000   0.632288 0.389243 1.30166
anonymous:0 1603183109 860961000   0.632545 0.393545 1.29943
anonymous:0 1603183109 870117000   0.632922 0.39786 1.29701
anonymous:0 1603183109 880078000   0.633104 0.402033 1.29449
anonymous:0 1603183109 889563000   0.633292 0.406283 1.29173
anonymous:0 1603183109 899011000   0.633201 0.410432 1.28884
anonymous:0 1603183109 909321000   0.632948 0.414594 1.28558
anonymous:0 1603183109 919609000   0.632782 0.418854 1.28238
anonymous:0 1603183109 929543000   0.632492 0.423055 1.2791
anonymous:0 1603183109 939965000   0.631872 0.427234 1.27536
anonymous:0 1603183109 950146000   0.631277 0.431283 1.27159
anonymous:0 1603183109 960370000   0.630623 0.435246 1.26781
anonymous:0 1603183109 970506000   0.629527 0.43909 1.26366
anonymous:0 1603183109 980337000   0.628491 0.442736 1.25958
anonymous:0 1603183109 990203000   0.627119 0.446202 1.25531
anonymous:0 1603183110 590000   0.625672 0.449536 1.25113
anonymous:0 1603183110 10727000   0.624067 0.452837 1.24681
anonymous:0 1603183110 20918000   0.622305 0.455988 1.24246
anonymous:0 1603183110 31042000   0.62027 0.459035 1.23807
anonymous:0 1603183110 40815000   0.618261 0.461963 1.23383
anonymous:0 1603183110 50856000   0.616066 0.46471 1.22947
anonymous:0 1603183110 60761000   0.614008 0.467303 1.22539
anonymous:0 1603183110 70489000   0.611545 0.46989 1.22125
anonymous:0 1603183110 80804000   0.6093 0.472374 1.21733
anonymous:0 1603183110 90710000   0.606886 0.474757 1.21344
anonymous:0 1603183110 100249000   0.604368 0.477105 1.20974
anonymous:0 1603183110 110565000   0.601763 0.479286 1.20605
anonymous:0 1603183110 120642000   0.599103 0.481453 1.20247
anonymous:0 1603183110 130425000   0.596492 0.483476 1.1991
anonymous:0 1603183110 140064000   0.593704 0.485309 1.19592
anonymous:0 1603183110 150609000   0.591171 0.487179 1.19293
anonymous:0 1603183110 160501000   0.588517 0.488888 1.19013
anonymous:0 1603183110 170720000   0.585751 0.490513 1.18735
anonymous:0 1603183110 181017000   0.582787 0.492078 1.18461
anonymous:0 1603183110 190029000   0.579762 0.493575 1.18207
anonymous:0 1603183110 201017000   0.576714 0.494968 1.17956
anonymous:0 1603183110 210740000   0.573649 0.496363 1.17708
anonymous:0 1603183110 220818000   0.570406 0.497701 1.17487
anonymous:0 1603183110 230796000   0.567397 0.499046 1.17285
anonymous:0 1603183110 240687000   0.56417 0.500436 1.17101
anonymous:0 1603183110 250870000   0.560987 0.50183 1.16939
anonymous:0 1603183110 260871000   0.557896 0.503175 1.1681
anonymous:0 1603183110 270499000   0.554495 0.504359 1.1667
anonymous:0 1603183110 281074000   0.551216 0.50536 1.16561
anonymous:0 1603183110 290587000   0.547826 0.506215 1.16453
anonymous:0 1603183110 301009000   0.544254 0.506904 1.16351
anonymous:0 1603183110 310998000   0.540794 0.507399 1.16273
anonymous:0 1603183110 320887000   0.537209 0.507824 1.16199
anonymous:0 1603183110 330828000   0.533627 0.508251 1.16146
anonymous:0 1603183110 341015000   0.530104 0.50857 1.16113
anonymous:0 1603183110 351167000   0.526309 0.508889 1.16083
anonymous:0 1603183110 361198000   0.52264 0.509047 1.16091
anonymous:0 1603183110 371076000   0.51894 0.509131 1.16093
anonymous:0 1603183110 381153000   0.514854 0.509099 1.16082
anonymous:0 1603183110 391047000   0.511137 0.509043 1.16102
anonymous:0 1603183110 401049000   0.507118 0.50892 1.16113
anonymous:0 1603183110 411177000   0.503041 0.508869 1.16153
anonymous:0 1603183110 420889000   0.499233 0.508912 1.16206
anonymous:0 1603183110 431000000   0.49537 0.509087 1.16247
anonymous:0 1603183110 440699000   0.491341 0.509267 1.16309
anonymous:0 1603183110 450784000   0.487461 0.509474 1.16377
anonymous:0 1603183110 460981000   0.483434 0.509739 1.1644
anonymous:0 1603183110 470582000   0.479384 0.510173 1.16519
anonymous:0 1603183110 481143000   0.475514 0.510598 1.1663
anonymous:0 1603183110 490719000   0.47157 0.511201 1.16739
anonymous:0 1603183110 501038000   0.467503 0.511786 1.16851
anonymous:0 1603183110 511102000   0.463741 0.512549 1.16993
anonymous:0 1603183110 520925000   0.459835 0.513553 1.17122
anonymous:0 1603183110 531355000   0.45601 0.514593 1.1729
anonymous:0 1603183110 540958000   0.453036 0.515851 1.17486
anonymous:0 1603183110 551091000   0.450715 0.517209 1.17707
anonymous:0 1603183110 560996000   0.43545 0.516881 1.17615
anonymous:0 1603183110 570768000   0.431898 0.518337 1.17839
anonymous:0 1603183110 590793000   0.424252 0.521416 1.1837
anonymous:0 1603183110 600978000   0.420644 0.523038 1.18635
anonymous:0 1603183110 610853000   0.416638 0.524913 1.18911
anonymous:0 1603183110 620938000   0.412561 0.526834 1.19196
anonymous:0 1603183110 631037000   0.408536 0.528852 1.19501
