name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183124 220919000   -0.224079 0.450146 1.15395
anonymous:0 1603183124 231046000   -0.221666 0.45061 1.15434
anonymous:0 1603183124 240985000   -0.21914 0.451111 1.15461
anonymous:0 1603183124 250950000   -0.216837 0.451556 1.15482
anonymous:0 1603183124 261235000   -0.214552 0.452042 1.15522
anonymous:0 1603183124 271098000   -0.212271 0.452589 1.15559
anonymous:0 1603183124 281465000   -0.209611 0.453125 1.15609
anonymous:0 1603183124 291077000   -0.207541 0.45383 1.15645
anonymous:0 1603183124 300882000   -0.205185 0.454462 1.15701
anonymous:0 1603183124 310888000   -0.202702 0.454998 1.15753
anonymous:0 1603183124 320645000   -0.200507 0.455647 1.15809
anonymous:0 1603183124 331121000   -0.198281 0.456305 1.15884
anonymous:0 1603183124 341152000   -0.196166 0.457071 1.15956
anonymous:0 1603183124 350676000   -0.193914 0.457895 1.16019
anonymous:0 1603183124 360682000   -0.191702 0.458711 1.16109
anonymous:0 1603183124 370821000   -0.189469 0.459531 1.16195
anonymous:0 1603183124 381482000   -0.187559 0.460375 1.16285
anonymous:0 1603183124 390844000   -0.185308 0.461527 1.16387
anonymous:0 1603183124 400771000   -0.183536 0.462576 1.16466
anonymous:0 1603183124 411059000   -0.181242 0.463805 1.16577
anonymous:0 1603183124 420779000   -0.179335 0.464916 1.16688
anonymous:0 1603183124 430773000   -0.177358 0.466155 1.16811
anonymous:0 1603183124 441129000   -0.175547 0.467442 1.16932
anonymous:0 1603183124 450948000   -0.173387 0.46881 1.17038
anonymous:0 1603183124 461176000   -0.171778 0.470203 1.1716
anonymous:0 1603183124 471159000   -0.169992 0.471788 1.17272
anonymous:0 1603183124 481415000   -0.168372 0.473216 1.17401
anonymous:0 1603183124 491003000   -0.167068 0.474896 1.17524
anonymous:0 1603183124 501021000   -0.165498 0.476545 1.17645
anonymous:0 1603183124 510998000   -0.164382 0.478169 1.17766
anonymous:0 1603183124 521175000   -0.163365 0.47989 1.17893
anonymous:0 1603183124 531179000   -0.162458 0.481557 1.1803
anonymous:0 1603183124 541050000   -0.16161 0.483535 1.18157
anonymous:0 1603183124 551050000   -0.160771 0.48547 1.18272
anonymous:0 1603183124 561080000   -0.160263 0.487374 1.18409
anonymous:0 1603183124 570606000   -0.159793 0.48949 1.18532
anonymous:0 1603183124 581060000   -0.159518 0.491471 1.18661
anonymous:0 1603183124 590982000   -0.158885 0.493783 1.18791
anonymous:0 1603183124 611182000   -0.158776 0.4985 1.19065
anonymous:0 1603183124 621249000   -0.158919 0.500911 1.19182
anonymous:0 1603183124 631063000   -0.159453 0.503479 1.19311
anonymous:0 1603183124 641114000   -0.159626 0.505978 1.19436
anonymous:0 1603183124 650191000   -0.160394 0.508647 1.19572
anonymous:0 1603183124 660886000   -0.161132 0.511186 1.19703
anonymous:0 1603183124 669802000   -0.161888 0.513922 1.19843
anonymous:0 1603183124 680095000   -0.162702 0.516438 1.19975
anonymous:0 1603183124 689518000   -0.163801 0.519377 1.2011
anonymous:0 1603183124 699809000   -0.164695 0.522115 1.20258
anonymous:0 1603183124 710912000   -0.166068 0.525108 1.20396
anonymous:0 1603183124 720737000   -0.167352 0.528012 1.20525
anonymous:0 1603183124 730686000   -0.168557 0.530831 1.20668
anonymous:0 1603183124 740564000   -0.17017 0.533918 1.20806
anonymous:0 1603183124 760901000   -0.173375 0.539778 1.21029
anonymous:0 1603183124 770859000   -0.175176 0.542864 1.21133
anonymous:0 1603183124 781089000   -0.17695 0.546033 1.2124
anonymous:0 1603183124 790782000   -0.17863 0.549157 1.21329
anonymous:0 1603183124 800894000   -0.180726 0.552402 1.21404
anonymous:0 1603183124 810951000   -0.182744 0.555587 1.21477
anonymous:0 1603183124 821165000   -0.184531 0.558933 1.21535
anonymous:0 1603183124 831080000   -0.186526 0.562202 1.21591
anonymous:0 1603183124 841067000   -0.188744 0.56564 1.2164
anonymous:0 1603183124 851043000   -0.190767 0.568953 1.21664
anonymous:0 1603183124 861082000   -0.192948 0.572429 1.21684
anonymous:0 1603183124 870923000   -0.195264 0.57601 1.2168
anonymous:0 1603183124 881144000   -0.197557 0.579615 1.21675
anonymous:0 1603183124 891440000   -0.199793 0.58325 1.21659
anonymous:0 1603183124 900910000   -0.201964 0.586814 1.21635
anonymous:0 1603183124 910848000   -0.204663 0.590735 1.21588
anonymous:0 1603183124 921219000   -0.207079 0.594447 1.21548
anonymous:0 1603183124 930556000   -0.209406 0.598154 1.21493
anonymous:0 1603183124 941476000   -0.211885 0.601825 1.21408
anonymous:0 1603183124 951077000   -0.214411 0.605601 1.2133
anonymous:0 1603183124 961176000   -0.217041 0.609307 1.21232
anonymous:0 1603183124 971017000   -0.219332 0.612921 1.21119
anonymous:0 1603183124 981463000   -0.221877 0.616508 1.20982
anonymous:0 1603183124 991064000   -0.224388 0.620263 1.20851
anonymous:0 1603183125 1067000   -0.226797 0.623765 1.20683
anonymous:0 1603183125 10836000   -0.229486 0.627537 1.20508
anonymous:0 1603183125 21425000   -0.232086 0.63132 1.20305
anonymous:0 1603183125 30925000   -0.234371 0.63488 1.20118
anonymous:0 1603183125 41203000   -0.237093 0.638642 1.19894
anonymous:0 1603183125 50962000   -0.239529 0.642273 1.1965
anonymous:0 1603183125 61228000   -0.242149 0.646046 1.19399
anonymous:0 1603183125 71049000   -0.244776 0.649626 1.19148
anonymous:0 1603183125 81091000   -0.247341 0.653328 1.18842
anonymous:0 1603183125 91020000   -0.24992 0.657025 1.18575
anonymous:0 1603183125 100556000   -0.252418 0.660691 1.18278
anonymous:0 1603183125 110869000   -0.255236 0.664569 1.17974
anonymous:0 1603183125 120575000   -0.258033 0.668075 1.17641
anonymous:0 1603183125 130454000   -0.260536 0.671832 1.17315
anonymous:0 1603183125 141172000   -0.26321 0.675701 1.16992
anonymous:0 1603183125 150555000   -0.265889 0.679297 1.16652
anonymous:0 1603183125 160466000   -0.268634 0.683101 1.16321
anonymous:0 1603183125 170658000   -0.271689 0.686766 1.15962
anonymous:0 1603183125 181175000   -0.274456 0.690762 1.15619
anonymous:0 1603183125 190825000   -0.277118 0.694448 1.15263
anonymous:0 1603183125 200944000   -0.28001 0.698309 1.14917
anonymous:0 1603183125 211095000   -0.282698 0.702158 1.14579
anonymous:0 1603183125 221058000   -0.285297 0.706084 1.14238
anonymous:0 1603183125 231023000   -0.288034 0.70997 1.13891
anonymous:0 1603183125 241312000   -0.290804 0.713931 1.13551
anonymous:0 1603183125 250772000   -0.293792 0.718128 1.13202
anonymous:0 1603183125 261103000   -0.296577 0.722129 1.12865
anonymous:0 1603183125 271065000   -0.299199 0.726168 1.1254
anonymous:0 1603183125 281053000   -0.302016 0.73022 1.12206
anonymous:0 1603183125 291333000   -0.304561 0.734326 1.11897
anonymous:0 1603183125 300932000   -0.307687 0.738513 1.11586
anonymous:0 1603183125 310960000   -0.310239 0.742428 1.11267
anonymous:0 1603183125 320724000   -0.312765 0.746672 1.10981
anonymous:0 1603183125 330979000   -0.315531 0.750635 1.10694
anonymous:0 1603183125 340739000   -0.318181 0.754669 1.10401
anonymous:0 1603183125 350634000   -0.320918 0.758925 1.10152
anonymous:0 1603183125 360813000   -0.323358 0.762839 1.09878
anonymous:0 1603183125 370908000   -0.326217 0.766831 1.09631
anonymous:0 1603183125 381572000   -0.328972 0.770778 1.09369
anonymous:0 1603183125 391182000   -0.331239 0.774487 1.09155
anonymous:0 1603183125 401145000   -0.334043 0.778446 1.0893
anonymous:0 1603183125 411284000   -0.338127 0.78281 1.08647
anonymous:0 1603183125 420758000   -0.339218 0.785964 1.08496
anonymous:0 1603183125 431076000   -0.341917 0.789762 1.08289
anonymous:0 1603183125 441062000   -0.344123 0.793445 1.08105
anonymous:0 1603183125 451046000   -0.346755 0.797226 1.07928
anonymous:0 1603183125 461507000   -0.34889 0.800777 1.07762
anonymous:0 1603183125 471032000   -0.351278 0.804578 1.07591
anonymous:0 1603183125 481144000   -0.353481 0.808193 1.07437
anonymous:0 1603183125 491632000   -0.355608 0.811841 1.07265
anonymous:0 1603183125 501141000   -0.357921 0.81565 1.07137
anonymous:0 1603183125 511095000   -0.360207 0.819428 1.06978
anonymous:0 1603183125 521036000   -0.362474 0.82325 1.0685
anonymous:0 1603183125 531061000   -0.364617 0.82692 1.06712
anonymous:0 1603183125 541165000   -0.366482 0.830623 1.06589
anonymous:0 1603183125 550766000   -0.368753 0.834579 1.06471
anonymous:0 1603183125 561443000   -0.37062 0.838241 1.06342
anonymous:0 1603183125 570729000   -0.37286 0.842455 1.06254
anonymous:0 1603183125 580939000   -0.374845 0.846299 1.06136
anonymous:0 1603183125 591002000   -0.376573 0.850173 1.06025
anonymous:0 1603183125 601471000   -0.378259 0.854177 1.05947
anonymous:0 1603183125 611539000   -0.379994 0.85799 1.05835
anonymous:0 1603183125 621052000   -0.38184 0.862192 1.05754
anonymous:0 1603183125 631108000   -0.383311 0.865979 1.0567
anonymous:0 1603183125 641525000   -0.385085 0.870168 1.05595
anonymous:0 1603183125 651111000   -0.386497 0.874336 1.05523
anonymous:0 1603183125 661233000   -0.387826 0.878373 1.05449
anonymous:0 1603183125 670998000   -0.388966 0.882222 1.05384
anonymous:0 1603183125 681487000   -0.390353 0.886184 1.05332
anonymous:0 1603183125 691119000   -0.391536 0.890159 1.05286
anonymous:0 1603183125 701161000   -0.392547 0.893957 1.05249
anonymous:0 1603183125 710203000   -0.393614 0.897864 1.05227
anonymous:0 1603183125 719936000   -0.394402 0.901613 1.05199
anonymous:0 1603183125 729361000   -0.395048 0.905379 1.05183
anonymous:0 1603183125 739522000   -0.39582 0.909175 1.05188
anonymous:0 1603183125 750608000   -0.396357 0.912611 1.05188
anonymous:0 1603183125 760828000   -0.397243 0.91643 1.05206
anonymous:0 1603183125 770595000   -0.397773 0.919735 1.05215
anonymous:0 1603183125 780828000   -0.398181 0.923524 1.05259
anonymous:0 1603183125 790877000   -0.398197 0.927163 1.05302
anonymous:0 1603183125 801323000   -0.398255 0.930553 1.05357
anonymous:0 1603183125 810807000   -0.398667 0.9341 1.05421
anonymous:0 1603183125 821163000   -0.39859 0.937485 1.05491
anonymous:0 1603183125 831053000   -0.39898 0.941193 1.05542
anonymous:0 1603183125 841490000   -0.398763 0.944534 1.05634
anonymous:0 1603183125 851316000   -0.398449 0.947863 1.05729
anonymous:0 1603183125 861214000   -0.398049 0.951414 1.05826
anonymous:0 1603183125 871043000   -0.397755 0.95488 1.05933
anonymous:0 1603183125 881602000   -0.397244 0.95818 1.06
anonymous:0 1603183125 891415000   -0.397273 0.961363 1.06125
anonymous:0 1603183125 901354000   -0.396448 0.964557 1.06243
anonymous:0 1603183125 911577000   -0.3954 0.967674 1.06369
anonymous:0 1603183125 920677000   -0.394427 0.970732 1.06493
anonymous:0 1603183125 931180000   -0.393974 0.973755 1.0663
anonymous:0 1603183125 941077000   -0.392723 0.976898 1.0676
anonymous:0 1603183125 951228000   -0.391649 0.979621 1.069
anonymous:0 1603183125 961138000   -0.381885 0.982458 1.0731
anonymous:0 1603183125 970722000   -0.389379 0.985276 1.07186
anonymous:0 1603183125 981106000   -0.388417 0.987956 1.07341
anonymous:0 1603183125 991044000   -0.387443 0.990516 1.07509
anonymous:0 1603183126 1159000   -0.385999 0.992942 1.07694
anonymous:0 1603183126 11138000   -0.3848 0.995512 1.0785
anonymous:0 1603183126 21326000   -0.383702 0.99791 1.08054
anonymous:0 1603183126 31292000   -0.382444 1.00043 1.08266
anonymous:0 1603183126 41598000   -0.381357 1.00288 1.08459
anonymous:0 1603183126 50662000   -0.380301 1.00522 1.08662
anonymous:0 1603183126 61088000   -0.378881 1.00746 1.08906
anonymous:0 1603183126 71075000   -0.377661 1.00979 1.09139
anonymous:0 1603183126 81316000   -0.376774 1.01232 1.09362
anonymous:0 1603183126 90708000   -0.375495 1.01452 1.0962
anonymous:0 1603183126 100970000   -0.37419 1.01673 1.09847
anonymous:0 1603183126 111048000   -0.373109 1.01888 1.1011
anonymous:0 1603183126 121288000   -0.372091 1.02123 1.10361
anonymous:0 1603183126 131020000   -0.371086 1.02357 1.10597
anonymous:0 1603183126 141042000   -0.370311 1.02563 1.1088
anonymous:0 1603183126 151060000   -0.368509 1.02799 1.11165
anonymous:0 1603183126 161003000   -0.367209 1.03013 1.11416
anonymous:0 1603183126 171069000   -0.365992 1.03232 1.11687
anonymous:0 1603183126 181493000   -0.365072 1.03447 1.11959
anonymous:0 1603183126 190855000   -0.363906 1.03646 1.12248
anonymous:0 1603183126 201219000   -0.362012 1.03815 1.12577
anonymous:0 1603183126 211186000   -0.361334 1.04012 1.12815
anonymous:0 1603183126 221400000   -0.359695 1.04182 1.13147
anonymous:0 1603183126 231363000   -0.358444 1.04376 1.13431
anonymous:0 1603183126 241062000   -0.357356 1.04543 1.13744
anonymous:0 1603183126 251165000   -0.355465 1.04683 1.14112
anonymous:0 1603183126 261017000   -0.35493 1.04814 1.14388
anonymous:0 1603183126 271072000   -0.352604 1.04938 1.1473
anonymous:0 1603183126 281467000   -0.350795 1.05038 1.15106
anonymous:0 1603183126 291137000   -0.349786 1.05167 1.15459
anonymous:0 1603183126 301514000   -0.348478 1.05229 1.15812
anonymous:0 1603183126 310980000   -0.346574 1.0533 1.16199
anonymous:0 1603183126 321301000   -0.344804 1.05385 1.16602
anonymous:0 1603183126 331381000   -0.342872 1.05409 1.16989
anonymous:0 1603183126 341454000   -0.340993 1.05424 1.17371
anonymous:0 1603183126 350993000   -0.338917 1.05452 1.17798
anonymous:0 1603183126 361207000   -0.337199 1.05449 1.18199
anonymous:0 1603183126 370958000   -0.334443 1.05443 1.18636
anonymous:0 1603183126 381077000   -0.332043 1.05409 1.19048
anonymous:0 1603183126 390928000   -0.32941 1.05387 1.19488
anonymous:0 1603183126 401307000   -0.326825 1.05313 1.19915
anonymous:0 1603183126 411257000   -0.322941 1.05244 1.20373
anonymous:0 1603183126 420982000   -0.32021 1.05169 1.20789
anonymous:0 1603183126 431176000   -0.317409 1.05101 1.21221
anonymous:0 1603183126 441148000   -0.31394 1.04974 1.21626
anonymous:0 1603183126 451019000   -0.309893 1.04858 1.22053
anonymous:0 1603183126 460766000   -0.307102 1.04713 1.22464
anonymous:0 1603183126 471035000   -0.302167 1.04551 1.22863
anonymous:0 1603183126 481444000   -0.298461 1.04404 1.23254
anonymous:0 1603183126 491189000   -0.293601 1.04199 1.23638
anonymous:0 1603183126 500773000   -0.289271 1.04009 1.23986
anonymous:0 1603183126 510787000   -0.283798 1.03771 1.24366
anonymous:0 1603183126 521049000   -0.279209 1.03549 1.24675
anonymous:0 1603183126 531156000   -0.273631 1.03281 1.25011
anonymous:0 1603183126 541353000   -0.268707 1.03053 1.2534
anonymous:0 1603183126 551117000   -0.263145 1.02767 1.25658
anonymous:0 1603183126 561445000   -0.257057 1.02469 1.25954
anonymous:0 1603183126 571069000   -0.250983 1.02215 1.26243
anonymous:0 1603183126 580914000   -0.245079 1.01924 1.26502
anonymous:0 1603183126 590938000   -0.239189 1.01591 1.26767
anonymous:0 1603183126 601191000   -0.232244 1.01295 1.27014
anonymous:0 1603183126 611176000   -0.226209 1.00989 1.27274
anonymous:0 1603183126 620988000   -0.219899 1.00693 1.27478
anonymous:0 1603183126 631101000   -0.21305 1.00339 1.27707
anonymous:0 1603183126 641108000   -0.205837 0.999699 1.27912
anonymous:0 1603183126 651007000   -0.198791 0.996525 1.28092
anonymous:0 1603183126 661299000   -0.191746 0.993271 1.28285
anonymous:0 1603183126 670825000   -0.185056 0.98985 1.28437
anonymous:0 1603183126 681273000   -0.177307 0.986416 1.28603
anonymous:0 1603183126 690674000   -0.170176 0.982788 1.28729
anonymous:0 1603183126 701008000   -0.163378 0.979352 1.28854
anonymous:0 1603183126 710986000   -0.155661 0.976117 1.28951
anonymous:0 1603183126 721079000   -0.147847 0.972499 1.29051
anonymous:0 1603183126 731108000   -0.140515 0.969249 1.29155
anonymous:0 1603183126 740992000   -0.132509 0.965546 1.29188
anonymous:0 1603183126 750680000   -0.124832 0.962269 1.29292
anonymous:0 1603183126 761078000   -0.117948 0.958874 1.29321
anonymous:0 1603183126 770777000   -0.109868 0.95529 1.29335
anonymous:0 1603183126 779981000   -0.102699 0.951941 1.29345
anonymous:0 1603183126 789876000   -0.0941744 0.94807 1.29332
anonymous:0 1603183126 799783000   -0.0867874 0.945091 1.29298
anonymous:0 1603183126 809533000   -0.0789566 0.941738 1.29232
anonymous:0 1603183126 818826000   -0.071112 0.938606 1.29184
anonymous:0 1603183126 830510000   -0.0630999 0.935141 1.29106
anonymous:0 1603183126 841064000   -0.0557589 0.932267 1.2903
anonymous:0 1603183126 850572000   -0.0473592 0.928835 1.28931
anonymous:0 1603183126 860501000   -0.041136 0.926333 1.28709
anonymous:0 1603183126 870870000   -0.032063 0.922798 1.28627
anonymous:0 1603183126 881129000   -0.024291 0.919592 1.28462
anonymous:0 1603183126 890345000   -0.016637 0.916738 1.28277
anonymous:0 1603183126 900668000   -0.00892208 0.913531 1.28067
anonymous:0 1603183126 910804000   -0.00144167 0.910918 1.27879
anonymous:0 1603183126 920401000   0.00633732 0.907738 1.27671
anonymous:0 1603183126 930743000   0.0139548 0.905289 1.27444
anonymous:0 1603183126 940491000   0.0206512 0.902972 1.27151
anonymous:0 1603183126 950908000   0.028886 0.90003 1.26945
anonymous:0 1603183126 961079000   0.0367221 0.897262 1.26694
anonymous:0 1603183126 970965000   0.0435218 0.895019 1.26399
anonymous:0 1603183126 981531000   0.0510733 0.892438 1.26101
anonymous:0 1603183126 990922000   0.0581703 0.890149 1.25832
anonymous:0 1603183127 1069000   0.0655702 0.887997 1.25524
anonymous:0 1603183127 11124000   0.0727649 0.885934 1.2523
anonymous:0 1603183127 21160000   0.0801782 0.883677 1.24913
anonymous:0 1603183127 31074000   0.0869617 0.881854 1.24581
anonymous:0 1603183127 41233000   0.0936631 0.880088 1.24248
anonymous:0 1603183127 51007000   0.100951 0.877819 1.23907
anonymous:0 1603183127 61287000   0.107507 0.876345 1.23586
anonymous:0 1603183127 71032000   0.114342 0.874499 1.23239
anonymous:0 1603183127 81238000   0.121225 0.87294 1.22887
anonymous:0 1603183127 90982000   0.128183 0.871304 1.22568
anonymous:0 1603183127 101027000   0.135522 0.86954 1.22216
anonymous:0 1603183127 110507000   0.141864 0.868117 1.21841
anonymous:0 1603183127 120462000   0.147601 0.867086 1.21451
anonymous:0 1603183127 131016000   0.154189 0.865759 1.21079
anonymous:0 1603183127 141080000   0.161708 0.864053 1.20744
anonymous:0 1603183127 150845000   0.168418 0.86278 1.20381
anonymous:0 1603183127 161262000   0.174416 0.861779 1.19958
anonymous:0 1603183127 170472000   0.181841 0.860244 1.19635
anonymous:0 1603183127 181026000   0.188524 0.859018 1.19236
anonymous:0 1603183127 190568000   0.194742 0.858062 1.18822
anonymous:0 1603183127 200909000   0.201995 0.856684 1.18444
anonymous:0 1603183127 211150000   0.20867 0.855619 1.18054
anonymous:0 1603183127 220919000   0.215924 0.854252 1.17645
anonymous:0 1603183127 230490000   0.222621 0.853215 1.17226
anonymous:0 1603183127 240034000   0.229284 0.852213 1.16816
anonymous:0 1603183127 249782000   0.236462 0.851026 1.16423
anonymous:0 1603183127 259552000   0.243072 0.850085 1.1599
anonymous:0 1603183127 269346000   0.250232 0.849109 1.15573
anonymous:0 1603183127 279264000   0.257115 0.848016 1.15151
anonymous:0 1603183127 288892000   0.264005 0.847066 1.14701
anonymous:0 1603183127 299547000   0.284261 0.846005 1.14571
anonymous:0 1603183127 310428000   0.290427 0.845052 1.14101
anonymous:0 1603183127 320207000   0.284686 0.844047 1.13351
anonymous:0 1603183127 329806000   0.291547 0.843079 1.12911
anonymous:0 1603183127 339690000   0.299042 0.84188 1.12466
anonymous:0 1603183127 350347000   0.30596 0.840792 1.1203
anonymous:0 1603183127 360458000   0.312345 0.839989 1.11572
anonymous:0 1603183127 370493000   0.319265 0.838735 1.11138
anonymous:0 1603183127 380860000   0.325686 0.837897 1.1068
anonymous:0 1603183127 390587000   0.332114 0.836902 1.10238
anonymous:0 1603183127 401003000   0.338634 0.83595 1.0981
anonymous:0 1603183127 411142000   0.345824 0.834695 1.09398
anonymous:0 1603183127 421120000   0.35255 0.83379 1.09004
anonymous:0 1603183127 431131000   0.359054 0.832877 1.08608
anonymous:0 1603183127 441137000   0.365464 0.831994 1.08235
anonymous:0 1603183127 451391000   0.372532 0.831078 1.07855
anonymous:0 1603183127 461562000   0.378947 0.830287 1.07525
anonymous:0 1603183127 471106000   0.385495 0.829648 1.072
anonymous:0 1603183127 481544000   0.391915 0.829004 1.06885
anonymous:0 1603183127 490947000   0.398184 0.828514 1.06544
anonymous:0 1603183127 501125000   0.404778 0.827855 1.06246
anonymous:0 1603183127 511140000   0.411498 0.827081 1.05946
anonymous:0 1603183127 520931000   0.417893 0.826561 1.05669
anonymous:0 1603183127 530981000   0.424305 0.826006 1.05409
anonymous:0 1603183127 540877000   0.430321 0.825324 1.05181
anonymous:0 1603183127 551076000   0.436619 0.824822 1.04931
anonymous:0 1603183127 561317000   0.45174 0.824575 1.04957
anonymous:0 1603183127 570774000   0.449668 0.82382 1.04518
anonymous:0 1603183127 581057000   0.455357 0.823229 1.04322
anonymous:0 1603183127 591048000   0.461349 0.822658 1.04167
anonymous:0 1603183127 601175000   0.475795 0.822164 1.04288
anonymous:0 1603183127 611344000   0.481468 0.821415 1.04156
anonymous:0 1603183127 621237000   0.487323 0.820614 1.04058
anonymous:0 1603183127 631091000   0.493013 0.819826 1.03965
anonymous:0 1603183127 641209000   0.498564 0.818843 1.03885
anonymous:0 1603183127 651247000   0.504104 0.817882 1.03833
anonymous:0 1603183127 661642000   0.509438 0.816633 1.03797
anonymous:0 1603183127 671151000   0.514827 0.815346 1.03778
anonymous:0 1603183127 681442000   0.519951 0.813901 1.0377
anonymous:0 1603183127 690809000   0.524958 0.812337 1.03778
anonymous:0 1603183127 701212000   0.529854 0.81077 1.03804
anonymous:0 1603183127 711110000   0.534787 0.809054 1.03856
anonymous:0 1603183127 721171000   0.539668 0.807243 1.03923
anonymous:0 1603183127 730943000   0.544295 0.80531 1.03996
anonymous:0 1603183127 741051000   0.548725 0.803193 1.04081
anonymous:0 1603183127 751093000   0.553093 0.801016 1.04183
anonymous:0 1603183127 761092000   0.557227 0.798699 1.04299
anonymous:0 1603183127 771135000   0.561426 0.79629 1.04434
anonymous:0 1603183127 781712000   0.565409 0.793756 1.04591
anonymous:0 1603183127 791075000   0.569292 0.791236 1.04745
anonymous:0 1603183127 800933000   0.561221 0.788689 1.04431
anonymous:0 1603183127 811856000   0.57674 0.785839 1.05138
anonymous:0 1603183127 820910000   0.580243 0.783239 1.05353
anonymous:0 1603183127 830534000   0.583964 0.780498 1.05621
anonymous:0 1603183127 839556000   0.587414 0.7778 1.05883
anonymous:0 1603183127 849358000   0.590492 0.775027 1.06153
anonymous:0 1603183127 859616000   0.593463 0.772201 1.06457
anonymous:0 1603183127 869983000   0.596416 0.769455 1.06752
anonymous:0 1603183127 880241000   0.598279 0.766612 1.07043
anonymous:0 1603183127 890344000   0.589392 0.763832 1.06852
anonymous:0 1603183127 900508000   0.592264 0.76083 1.07201
anonymous:0 1603183127 910961000   0.594299 0.757832 1.07541
anonymous:0 1603183127 931126000   0.598852 0.751201 1.08382
anonymous:0 1603183127 941095000   0.601487 0.747882 1.0873
anonymous:0 1603183127 951084000   0.603625 0.744649 1.09128
anonymous:0 1603183127 971225000   0.607775 0.737786 1.09907
anonymous:0 1603183127 981437000   0.610124 0.734282 1.10306
anonymous:0 1603183127 990839000   0.61176 0.730864 1.10708
anonymous:0 1603183128 1132000   0.613573 0.727417 1.11114
anonymous:0 1603183128 21252000   0.61736 0.720072 1.11935
anonymous:0 1603183128 31191000   0.619187 0.716394 1.12321
anonymous:0 1603183128 41293000   0.620744 0.712815 1.12733
anonymous:0 1603183128 51023000   0.621771 0.709351 1.13125
anonymous:0 1603183128 61242000   0.623364 0.705871 1.13524
anonymous:0 1603183128 71115000   0.624693 0.702366 1.13939
anonymous:0 1603183128 81267000   0.626169 0.69897 1.1433
anonymous:0 1603183128 91160000   0.627369 0.695457 1.14735
anonymous:0 1603183128 101496000   0.628682 0.692107 1.15102
anonymous:0 1603183128 110923000   0.629337 0.688571 1.15508
anonymous:0 1603183128 121095000   0.630322 0.685399 1.15876
anonymous:0 1603183128 141308000   0.631744 0.678639 1.16598
anonymous:0 1603183128 151046000   0.632154 0.675589 1.16974
anonymous:0 1603183128 161225000   0.632815 0.672301 1.17312
anonymous:0 1603183128 171250000   0.633385 0.669151 1.17616
anonymous:0 1603183128 181609000   0.633995 0.666152 1.17978
anonymous:0 1603183128 190685000   0.634828 0.662992 1.18267
anonymous:0 1603183128 201136000   0.63453 0.660104 1.18574
anonymous:0 1603183128 210705000   0.634332 0.657356 1.18806
anonymous:0 1603183128 220807000   0.634752 0.654357 1.19075
anonymous:0 1603183128 231056000   0.634997 0.651447 1.19324
anonymous:0 1603183128 240838000   0.635359 0.648589 1.19559
anonymous:0 1603183128 261405000   0.634535 0.642918 1.19981
anonymous:0 1603183128 271148000   0.634549 0.639986 1.20174
anonymous:0 1603183128 281690000   0.634415 0.637292 1.20314
anonymous:0 1603183128 290832000   0.633971 0.634615 1.20437
anonymous:0 1603183128 301208000   0.633438 0.631999 1.20552
anonymous:0 1603183128 311381000   0.633029 0.629401 1.20654
anonymous:0 1603183128 320984000   0.632414 0.626832 1.20745
anonymous:0 1603183128 331114000   0.631957 0.624218 1.20827
anonymous:0 1603183128 340991000   0.631389 0.621786 1.20856
anonymous:0 1603183128 350584000   0.630636 0.619279 1.20893
anonymous:0 1603183128 361193000   0.629669 0.616991 1.20925
anonymous:0 1603183128 381135000   0.628241 0.612403 1.20934
anonymous:0 1603183128 390944000   0.627329 0.610334 1.20907
anonymous:0 1603183128 401209000   0.626466 0.608279 1.20841
anonymous:0 1603183128 411101000   0.625072 0.606524 1.2076
anonymous:0 1603183128 420952000   0.62427 0.604664 1.20682
anonymous:0 1603183128 431018000   0.622821 0.603075 1.2058
anonymous:0 1603183128 441062000   0.622082 0.601525 1.20463
anonymous:0 1603183128 450995000   0.620705 0.60013 1.20284
anonymous:0 1603183128 461513000   0.61982 0.598943 1.20151
anonymous:0 1603183128 471031000   0.618157 0.597763 1.19985
anonymous:0 1603183128 481480000   0.617203 0.596832 1.19821
anonymous:0 1603183128 491031000   0.615859 0.595913 1.19615
anonymous:0 1603183128 501193000   0.614693 0.595204 1.19434
anonymous:0 1603183128 511321000   0.613301 0.594348 1.19218
anonymous:0 1603183128 521534000   0.612009 0.593798 1.19035
anonymous:0 1603183128 531007000   0.610451 0.59333 1.18794
anonymous:0 1603183128 541083000   0.609208 0.592897 1.18583
anonymous:0 1603183128 550729000   0.607684 0.592874 1.18321
anonymous:0 1603183128 561078000   0.605952 0.592943 1.18092
anonymous:0 1603183128 571003000   0.604231 0.593394 1.17818
anonymous:0 1603183128 581228000   0.602621 0.593766 1.17575
anonymous:0 1603183128 591019000   0.601096 0.594204 1.17296
anonymous:0 1603183128 601196000   0.599527 0.594696 1.17033
anonymous:0 1603183128 611585000   0.597726 0.595519 1.16734
anonymous:0 1603183128 621247000   0.596112 0.596555 1.16449
anonymous:0 1603183128 631128000   0.594295 0.597625 1.16134
anonymous:0 1603183128 640646000   0.592277 0.598944 1.15778
anonymous:0 1603183128 661430000   0.587802 0.601937 1.15103
anonymous:0 1603183128 671061000   0.586307 0.603424 1.14739
anonymous:0 1603183128 681350000   0.584453 0.605109 1.14361
anonymous:0 1603183128 701404000   0.580412 0.60929 1.13687
anonymous:0 1603183128 711359000   0.578476 0.611437 1.13317
anonymous:0 1603183128 721071000   0.576346 0.613882 1.12971
